pkid,name,dialplanwizardgenid,tkdistributealgorithm,tkqsig,islocalroutegroup,description
a566bca4-8a63-33ee-210f-877d3848e070,FXE-FIELD-A-FAYA-rg,,1,0,f,
ce8d23d8-86be-de97-9f17-fdf9b155200d,FXE-FIELD-A-LUFA-rg,,1,0,f,
bebe3fcf-2d6b-4144-6549-aa7bae86c204,FXE-FIELD-A-CICA-rg,,1,0,f,
bf28cb3b-cb8d-cf77-33ab-7d07d3a92078,FXE-FIELD-A-MKLA-MShephard-rg,,1,0,f,
6c87f261-a375-a2b8-3119-fefb65aad8f6,FXE-FIELD-A-PLHR-rg,,2,0,f,
b5b8ba59-c131-266d-eeff-5dc2ecffd1b7,FTYE_FXO_rg,,2,0,f,
ea306cf6-f7e9-8dca-ca5b-ad5df9773d0c,FXE-FIELD-A-ABQR-rg,,1,0,f,
bf02cd81-1d5f-758e-22cd-9010c8d1020f,FXE-SGUA_rg,,1,0,f,
7cf5abf9-7bf7-76e6-0e7c-1123db9709ec,FXE-FIELD-A-CDCA-rg,,1,0,f,
5fefd07b-ef73-d73a-a042-333457bd6f4b,FXE-FIELD-A-CGIA-rg,,1,0,f,
ccdc9100-19d0-86c0-642e-6b25b262301a,FXE-FIELD-A-STJSC-rg,,1,0,f,
abbf222f-4422-c807-c475-92015128d0de,FXE-FIELD-A-BFDA-rg,,1,0,f,
e29cb667-3da9-8316-8f29-a17de9838712,LASA2_Local-T1_rg,,1,0,f,
ce311584-894b-cb05-c035-f42230d12ca5,FXE-FIELD-A-ICTR-rg,,1,0,f,
03aa248c-eaec-2ecc-5020-a934c9e8e50d,FXE-FIELD-A-PVDR-GSE-Maint-rg,,1,0,f,
0216a20b-57c3-e65c-f772-3f5f3e304f74,FXE-FIELD-A-ACTA-rg,,1,0,f,
2e49a3f3-39f0-dc7e-1568-2c042a2fcc3b,FXE-FIELD-A-GCYA-rg,,1,0,f,
ec0f0ef6-16ad-88cf-1646-03eb4f192576,FXE-FIELD-A-HYAA-Paging-rg,,1,0,f,
b7b9b5e1-779f-e093-5ae5-ca3a25d6572a,FXE-FIELD-A-GEGA-rg,,1,0,f,
4d33be49-4e69-f81b-4795-c3fceabedc25,FXE-FIELD-A-APFA-rg,,2,0,f,
17f39518-dfd8-66f9-d0ee-445b336932d3,FXE-FIELD-A-ONP-rg,,1,0,f,
4435513d-4434-7dc6-004b-1a76d5ece472,FXE-FIELD-A-CKVA-rg,,1,0,f,
0f2b825f-05c3-f0ea-6fff-f17941dd4476,FXE-FIELD-A-BVUA-BSTSIP_rg,,2,0,f,
5472eb7c-4f19-82c4-6e14-55875ee71a0b,FXE-FIELD-A-ERIA-rg,,1,0,f,
d460d459-7727-d592-ef07-044f47f7f38a,FXE-FIELD-A-GRRR-Paging-rg,,1,0,f,
68d83dca-2ecb-db43-7a9b-83d339890cf4,FXE-FIELD-A-LJCA-rg,,1,0,f,
0f4770d6-0139-c9da-75d1-e64744b327c9,MRIA_Paging_rg,,1,0,f,
45df4680-b2df-a958-9c89-ec16637803ca,FXE-FIELD-A-CLUA-rg,,1,0,f,
98a6a024-afac-c364-df1e-e6b6425dc060,FXE-FIELD-A-MRNA-rg,,1,0,f,
690e8d4b-fcbb-3fd6-13b1-e39ff3b76a54,FXE-FIELD-A-OKCR-rg,,2,0,f,
c56606fe-79cd-ab91-66df-953d7707260b,FXE-FIELD-A-IXDA-MGR-Phones-0242-rg,,2,0,f,
c1219c1f-8f40-10bd-2539-ac0977568cdc,FXE-FIELD-A-SYRRT-rg,,2,0,f,
f25b62fa-d1aa-c909-edfe-3c44da7f4ec6,FXE-FIELD-A-IXDA-MGR-Phones-0533-rg,,1,0,f,
6d2313f0-ceb7-df07-1b35-1c600c86c56b,FXE-FIELD-A-JSDA-rg,,1,0,f,
bdb47083-60d2-d886-1dac-318908aade67,FXE-FIELD-A-FTCA-SHOP-rg,,1,0,f,
14ccc685-917b-4d1d-bfdd-0cfd8dbbb64e,FXS-SME-GLOBAL_rg,,2,4,f,
a01bfeb2-f9b9-2b2d-0194-331ba2374756,FXE-FIELD-A-BISA-rg,,1,0,f,
e9c309fe-eeb6-1929-8956-defbf4eace8d,FXE-FIELD-A-DIKA-rg,,1,0,f,
f9cbaa18-10f8-df50-4c30-9265483e706b,FXE-FIELD-A-GRBA-rg,,1,0,f,
1bfab178-2fce-d794-80de-c2631a8ac698,FXE-FIELD-A-GXYA-rg,,1,0,f,
e08503a3-e498-3c12-9971-bcc0edc85c47,FXE-FIELD-A-PUB-rg,,1,0,f,
dce462d6-5e86-18cd-606b-7363d2193415,FXE-FIELD-A-BJCA-rg,,1,0,f,
a0d04c1d-3f20-f9ac-77da-a1c77cd54e36,FXE-FIELD-A-LGUA-rg,,1,0,f,
5a8283d2-d795-9483-3687-7599f6d3d8f4,FXE-FIELD-A-BKWA-rg,,1,0,f,
35360ee6-9543-0cfc-912a-843fc9880126,FXE-FIELD-A-LNAA-paging-rg,,1,0,f,
c56dcbb3-aa8d-523d-af8a-6df4bd79da9d,FXE-FIELD-A-GIFA-rg,,1,0,f,
bbab4462-2da6-717a-f19a-44c4e84241e2,FXE-PIRA_rg,,2,0,f,
f2eec73e-2343-5443-9665-93461f77a346,FXE-FIELD-A-LAXIP-rg,,1,0,f,
89632b0e-af95-eabb-f341-8dd19f529a8a,FXS-FIELD-SME-LEGACY-86-ICT-rg,,1,4,f,
ac7e0ff6-78a4-c230-ce0b-93b8c52c5e0e,FXE-FIELD-A-BMGA-rg,,1,0,f,
101e04c8-d40f-aa9e-44d3-38e85cd5bb31,FXE-FIELD-A-DNNA-rg,,1,0,f,
d4d6c8b3-5673-197e-01b7-833fb1b82784,FXE-FIELD-A-AMWA-rg,,1,0,f,
f129e336-8d8b-1a4c-9992-638735688072,NXXA_Paging_rg,,1,0,f,
429d1303-3d98-3a22-4989-930c0786340c,FXE-FIELD-A-BLMA-Paging-rg,,1,0,f,
96ff7931-946d-9f16-4587-608bcef114aa,FXE-FIELD-A-BOIA-rg,,1,0,f,
4e8cc2bf-46ec-116f-103c-474500f38c5f,FXE-FIELD-A-FSMA-rg,,1,0,f,
36018d44-a171-468e-83d3-3457c37741d7,FXE-FIELD-A-MGEA-Paging-rg,,1,0,f,
862b1dc3-631a-853a-0ecc-5b6465b8186c,FXE-FIELD-A-CLEDD-rg,,2,0,f,
6a40fc1f-230c-c5b6-f1da-3dee0201166b,FXE-FIELD-A-AUGA-rg,,1,0,f,
e20d5be1-f9d2-fd6c-d64b-c294801c1ef1,FXE-FIELD-A-LNAA-rg,,1,0,f,
cbec244f-f222-2f9b-2690-33be87a53065,FXE-FIELD-A-ELDA-rg,,1,0,f,
316d4247-662c-eed7-608c-8aba86aec3a3,FXE-FIELD-A-CAER-rg,,1,0,f,
3f01eea9-1959-1df6-c460-d7158dbd714b,FXE-FIELD-A-WTCA-B-rg,,1,0,f,
7b72bf5a-0b1e-0940-cb98-fa72dcc922b0,FXE-FIELD-A-AYEA-rg,,1,0,f,
c6322d26-0aba-e132-5fe5-961f3d6b97b1,FXE-FIELD-A-LEEA-rg,,1,0,f,
de0ce08f-c440-71b6-ff35-84f734f1df71,FXE-FIELD-A-LNKA -rg,,1,0,f,
465a2806-f44b-dbef-31c2-4afe3ac663e4,FXE-JGLRC_rg,,1,0,f,
46048950-1706-c6ea-64ef-96dc1ae0fecd,FXE-FIELD-A-MEJA-rg,,1,0,f,
7e675f3e-678b-b0d2-8b2e-08bdc32ab845,FXE-FIELD-A-LYHA-rg,,1,0,f,
993f6cf7-b2df-1a51-22a9-31a18cb17511,FXE-FIELD-A-AOHA-rg,,1,0,f,
67890df7-448d-a8e4-6fdc-f7a0b95641f3,FXE-FIELD-A-PVDR-Air-Maint-rg,,1,0,f,
5de4ee92-0942-7084-ed89-0faf81489119,FWAR2_Local_1_rg,,1,0,f,
4cccf411-2d34-b657-57b3-d196c9434c30,FXE-FIELD-A-GNVA-rg,,1,0,f,
9b2f77ef-da28-b037-4baa-1225e23af51c,FXE-FIELD-A-FFTA-rg,,1,0,f,
0b5bcadf-ae34-c84c-f5bb-547bff9e371c,FXE-FIELD-A-LRDA-rg,,1,0,f,
8cc65823-cdf9-c899-45d4-4d0954271cf4,MRIA_Local-T1_rg,,2,0,f,
c43307e1-3c73-4e4b-5a0b-6eb72faf634a,FXE-FIELD-A-MMUA-rg,,1,0,f,
01f137ae-8031-7a5c-22ed-c3f62203d242,FXE-BMIR_rg,,2,0,f,
2ec64bf2-58b6-25fe-8bb5-2139df4224fe,FXE-FIELD-A-GRRR-rg,,1,0,f,
26df4cd4-1c39-c5e9-d6e5-f4d3d788e12f,FXE-FIELD-A-LRUA-rg,,1,0,f,
f87d22b4-cdfb-fa1e-70e8-b9daed40fd1d,FXE-FIELD-A-LCKRT-rg,,1,0,f,
7b113ebe-cb4b-ea97-c869-ea4af393b99a,FXE-FIELD-A-JDYA-rg,,1,4,f,
80e740aa-2922-a233-f31c-b7c68bab6c5c,FXE-FIELD-A-DVA-rg,,1,0,f,
e1166342-6f5f-f31a-0fe4-4c10af795ae3,FXE-FIELD-A-BTVA-rg,,2,0,f,
c551b8f8-9e5a-302e-7fb2-6d5a09fe36e5,FXE-FIELD-A-MCIR-rg,,1,4,f,
12243497-fb5a-0779-33e7-e2a89c52b018,FXE-FIELD-A-HUFA-rg,,1,0,f,
1d6ff903-9890-6d72-42a7-a01a0d92ac23,do FXE-FIELD-A-ABYA-rg,,1,0,f,
62f6dc41-5516-6105-393e-c056b2c0f7c7,FXE-FIELD-A-BJJA-rg,,1,0,f,
4ab8e61d-a6d8-8dec-b28e-4513f704cfdb,FXE-FIELD-A-OLVA-rg,,1,0,f,
db75010a-b0d6-ca7a-50e3-e0712a260c60,FXE-FIELD-A-MMIA-rg,,1,0,f,
aaab9f41-072f-1431-ce93-e0c305ae8fa0,FXE-FIELD-A-PLBA-Paging-rg,,1,0,f,
cde0c328-8425-251d-f9d6-76c2f72d1538,SNAR_Local-T1_rg,,2,0,f,
5468ba9e-9ed0-f7d3-cc6d-72cef47470b4,FXE-FIELD-A-DVTA-rg,,1,0,f,
0edc3c20-83ba-b189-952d-9682608ebdfb,FXE-FIELD-A-DTKRT-rg,,1,0,f,
9550cc46-51cf-3105-a1fd-c032de96181a,ORDR_Local-T1_rg,,1,0,f,
2b4cdb43-d76f-05c3-0634-77bae258003d,ROCA-TESTING,,1,0,f,
7c69c737-6244-6dd4-d3b6-076f876e6152,FXE-FIELD-A-SCFA-rg,,1,0,f,
a7e61dce-cb96-e97b-84d1-525816f649f8,FXE-FIELD-A-SLNA-rg,,1,0,f,
dd1ab37f-796e-71ef-075e-10035781646f,FXE-FIELD-A-EGEA-rg,,1,0,f,
18e25f04-2e0b-7202-151c-a02ae8454ff6,FXE-FIELD-A-LGCA-rg,,1,0,f,
78f484e3-f9b9-39ce-707e-098a2889c050,FXE-FIELD-A-BLIA-rg,,1,0,f,
f758e0a0-a307-5deb-c863-222c87fe2309,FXE-FIELD-A-DABA-Paging-rg,,1,0,f,
08dbb8f5-fb84-e299-ccc4-9ec701514c2b,FXE-FIELD-A-ORDRT-rg,,1,0,f,
cfbc85b0-865f-b15b-2634-aba2357aded3,FXE-FIELD-A-CVNA-rg,,1,0,f,
ec3f7077-0b6b-26bf-176e-8b482aed6f59,FXE-FIELD-A-DEOA-rg,,1,0,f,
f0910b30-99fb-1951-9a1f-9f5669a3017e,FXE-PDXRT_rg,,2,0,f,
caf7d198-4816-b3f9-eeee-0bc297fd1c08,FXE-FIELD-A-NELA-rg,,2,0,f,
a7d12feb-5cf4-3f2a-2238-fb76b243efad,FXE-FIELD-A-ANDA-rg,,1,0,f,
4673f08f-1a5c-fb62-61e2-cf9835d3e929,FXE-FIELD-A-ITOA-rg,,1,0,f,
4e87879b-3392-a4b4-93b6-0de1a4d4f68b,FXE-FIELD-A-PWMR-rg,,1,0,f,
8ba4ce1a-4f8d-bf25-9f4e-ca1e36137cdd,LKSA2_Local-T1_rg,,2,0,f,
c0ccc9b0-4cb1-1b2c-ab9c-9c71c972a8d9,FXE-FIELD-A-CBEA-rg,,1,0,f,
28b886d8-fdb3-3e84-2fa7-c3c501bf8071,FXE-FIELD-A-EYWA-rg,,1,0,f,
bc15382c-9b2e-019f-b90f-56b978ef7096,FXE-FIELD-A-MYVA-rg,,1,0,f,
0253b30e-a314-b086-1283-60c7ee033a4c,FXE-FIELD-A-PVDR-Paging-rg,,1,0,f,
6f3ba9cc-295d-4836-b418-ae0c6cc039e7,FXE-FIELD-A-FLOA-rg,,1,0,f,
afa131b1-2dc8-8139-9424-5ac1f33fc8af,FXE-FIELD-A-CECA-rg,,1,0,f,
0802bdaa-a6c1-2a04-d175-eefadc268d0a,FXE-FIELD-A-CCRA-rg,,1,0,f,
08b48853-c677-b818-0001-2d00da91eb84,FXE-FIELD-A-BDLR-Paging-rg,,1,0,f,
bbd2e459-2706-e144-15f1-6e5355104088,LBEA_Local-T1_rg,,1,0,f,
9e50048a-e34a-e3d0-490d-3add2ba82497,FXE-FIELD-A-LOGA-rg,,1,0,f,
2a881105-d3fb-fafe-f867-08ee4ed5622e,JRAA_Local-T1_rg,,1,0,f,
8adc741c-90e2-49a2-b721-7da9d9e7284a,FXS-FIELD-SME-LEGACY-87-ICT-rg,,1,4,f,
e1dc46f8-9ce3-3244-0589-b3e34ee49b5f,FXE-FIELD-A-LMTA-rg,,1,0,f,
c3836a1f-036a-3890-f7fd-25b3415b8ac4,FXE-FIELD-A-DCAA-911-rg,,1,0,f,
10b37ec7-e1c4-e2f2-dc6d-af3f432de422,FXE-FIELD-A-CRXA-rg,,1,0,f,
51982f8d-99fd-9c84-0080-c4b63f043fce,FXE-FIELD-A-RIDA-rg,,1,0,f,
f7d8c2ca-1170-0afa-3805-fc002e40e37f,FXE-FIELD-A-BHMA-rg,,1,0,f,
cf1c58e3-8e8f-e61f-3285-a2a215122b29,FXE-FIELD-A-FHR-rg,,1,0,f,
6f148849-7edd-8dab-3d1b-d10e2ce136d3,FXE-FIELD-A-DAYR-rg,,1,0,f,
c8eb651d-223d-4bb9-d2dd-a3f988d1b099,FXE-FIELD-A-AIKA-rg,,1,0,f,
33e78efa-26c3-b0dc-e364-c2b0c127dc10,FXE-FIELD-A-BOIR-rg,,2,0,f,
a7c696aa-223d-669b-0c52-055bf1e91a18,NQAA_Paging_rg,,1,0,f,
3c5a549a-c843-a670-829d-33b5e1bebfc4,FXE-FIELD-A-MVNA-rg,,1,0,f,
96c5553c-8f4a-1515-3bc2-91b2093549b8,NYCSL_Local-T1_rg,,2,0,f,
93732167-3832-a2d6-707a-fb4b786fc87e,FXE-FIELD-A-ELPA-rg,,1,0,f,
b26688e3-30be-4417-40b4-1893b18be6f1,FXE-FIELD-A-BWGA-rg,,1,0,f,
893aef12-163e-0643-db17-e2c66589318b,FXE-FIELD-A-ABER-rg,,1,0,f,
5011645e-d1e5-f8a8-cfa4-096db01a432b,FXE-FIELD-A-CRWA-rg,,1,0,f,
b63425e5-5416-5555-3dac-8d7b5185533c,FXE-FIELD-A-MFRA-Paging-rg,,1,0,f,
0468b3f8-c54b-cb3e-835b-c83158280994,FXE-FIELD-A-AUSA-rg,,1,0,f,
0f42eca5-a24e-3453-f128-d7b808bd4657,FXE-FIELD-A-SVCA-rg,,2,0,f,
ac2ec6e0-7ce6-a659-d6ed-952b5a67d454,FXE-FIELD-A-CLTRT-rg,,1,0,f,
3fec2933-d504-2168-87cd-87f56cac0f1c,FXE-FIELD-A-ABIA-rg,,1,0,f,
042cbfa4-c182-d117-e83d-e87f2fb22426,FXE-FIELD-A-CLTR-rg,,1,0,f,
8fbf8ffa-f663-dce9-6096-c7c5486fb812,FXE-FIELD-A-PVDR-rg,,1,0,f,
d7ee2cb3-3f0b-abde-c73d-6c448fe361ce,FXE-FIELD-A-DECA-rg,,1,0,f,
11e4c8a7-4af6-b56c-249e-98f2dd19c1c0,FXE-FIELD-A-HRLB-rg,,1,0,f,
d58e61e2-5248-ece0-3db2-5895c2026f69,MQYA_Local-T1_rg,,2,0,f,
a2750468-5bd7-f56a-4836-90e5fbd4ee4b,FXE-FIELD-A-LAXFT-rg,,1,0,f,
659d48a9-6030-cc09-cafc-bd8a10e2b139,FXE-FIELD-A-JAXR-rg,,1,0,f,
17b328dd-f25e-d429-4bb3-28f201a28785,FXE-FIELD-A-JLNA-rg,,1,0,f,
89d9ad25-b048-5ae7-1ccc-e315932c71ad,FXE-FIELD-A-CPSA-rg,,1,0,f,
0df44039-eaa8-81fa-0744-e402994ad4ec,FXE-FIELD-A-EATA-rg,,1,0,f,
9fe57bd1-1f97-1588-96e7-3ad7f6c05334,FXE-FIELD-A-AVPA-rg,,2,0,f,
a79cfcfe-b8dc-e972-91a8-0e6c44b520e8,FXE-FIELD-A-FSDA-rg,,1,0,f,
728ec617-7996-1f2f-a421-16090ad7e7a1,FXE-FIELD-A-LNSA-rg,,1,0,f,
6ec93060-977a-9e2c-c5c5-aa5d3d67b402,FXE-FIELD-A-CMIA-rg,,1,0,f,
5e0a9a26-ad03-a311-8eed-989c4937408b,FXE-FIELD-A-BPTA-rg,,1,0,f,
59e04ac6-f121-9273-5e72-721ca3b283fd,FXE-FIELD-A-PRIA-rg,,1,0,f,
d1fb56ad-4990-997a-db34-d4e7bdceae8d,FXE-FIELD-A-NZJA-rg,,1,0,f,
11c2a2c6-952f-e0e1-ffbc-d94502cd4565,FXE-FIELD-A-FEPA-rg,,2,0,f,
ccef631a-54ab-3d14-8816-9977e8aaf464,FXE-FIELD-A-BMIA-rg,,1,0,f,
a4e60fcc-37c6-72cd-8b83-bb8811d0cd2d,FXE-FIELD-A-GNVA-Paging-rg,,1,0,f,
61394b53-101f-5038-22e8-ee640736a03c,FXE-FIELD-A-BTMA-rg,,1,0,f,
0ce3a704-5d57-04e8-f5e2-64b7920ed67e,FXE-FIELD-A-MEJSC-rg,,1,0,f,
44c1d766-d98e-77e9-c862-1c31215922d7,FXE-FIELD-A-ANBA-rg,,1,0,f,
975ec883-193a-ee69-babc-003a9a719fa3,FXE-FIELD-A-PWMR-Vehicle-Mx-rg,,1,0,f,
d16774e8-26fc-d7e5-7634-791adba40066,FXE-FIELD-A-CLMA-rg,,1,0,f,
6a87274c-d74a-9708-3400-4fe1abbaf2e1,FXE-FIELD-A-BZNA-rg,,1,0,f,
12e7daa8-9c67-815f-a26e-2605bb2b28e8,NQAA_Local-T1_rg,,1,0,f,
f0e305b7-2673-2017-bcdc-a93e7270b959,OMAR_Local-T1_rg,,2,0,f,
1333fb80-ab87-a844-0034-9d902271c74f,FXE-FIELD-A-GTRA-rg,,1,0,f,
13d4d70a-3f9f-39ee-a6cb-28ba4e669ee4,FXE-FIELD-A-FNLA-rg,,1,0,f,
a1095fbc-b9af-99ad-b2b2-d2a3bc5fa293,FXE-FIELD-A-BXAA-rg,,1,0,f,
91ee2dd0-a8bd-7ef7-25dd-fc8d178d84b2,FXE-FIELD-A-MSOA-rg,,1,0,f,
b7605cb2-cc35-4bfa-1c1f-62754cc5282f,FXE-FIELD-A-SDFA-rg,,1,0,f,
200f9e8f-6eab-fc28-4ae5-9570ca819633,FXE-FIELD-A-DETA-rg,,1,0,f,
8beaf405-3c77-a4bf-ca6f-06c923ad3d6d,FXE-FIELD-A-CVAA-rg,,1,0,f,
44954362-cffc-d9e9-7e39-d98020fc217e,FXE-FIELD-A-FYVA-rg,,1,0,f,
a330cb90-78ac-0c4c-4547-fb599378ed1f,FXE-FIELD-A-CLTR1-rg,,1,0,f,
a3e090ef-a183-f7d3-78a0-1a40e860b4f7,FXE-FIELD-A-PVDA-rg,,1,0,f,
89a69414-5f07-1adb-d3bb-e733950c10f1,FXE-FIELD-A-ITHA-rg,,1,0,f,
341586cf-1b77-5b24-3191-e3d750dd93f2,FXE-FIELD-A-ELPR-rg,,1,0,f,
a096ba00-90f4-c64c-808f-b45890864543,FXE-FIELD-A-SUAA-rg,,1,0,f,
cc04d82b-16ae-6cf6-077c-8d2bc50103c4,FXE-IAHS_rg,,1,0,f,
96ebd802-9ac7-5a90-e705-4720a79b8768,FXE-FIELD-A-BWIA-rg,,1,0,f,
faeb48a9-ee73-4cc1-0238-56baf5d7602a,FXE-FIELD-A-LFTA-rg,,2,0,f,
af8fe568-62d0-c195-5855-a892db3ffabe,FXE-FIELD-A-ABQA-rg,,1,0,f,
c6451484-549c-e6a8-442d-ace48ba101c9,FXE-FIELD-A-MGWA-rg,,1,0,f,
87beb98f-0e35-07dc-1a6c-651adf249d77,SBAA_Paging_rg,,2,0,f,
3220fc9f-3c9e-24ed-96f9-74d7e05da57e,FXE-FIELD-A-PKBA-rg,,2,0,f,
74d342b5-c15e-e1af-87dc-6f4b2ba849ef,FXE-FIELD-A-MMUA-Paging-rg,,1,0,f,
35b38ef5-91c9-54b7-af5f-d00fe4984b90,FXE-FIELD-A-EKAA-rg,,1,0,f,
a0b37a9e-7f25-9927-666f-9f4fea4c78aa,FWAR2_Local_2_rg,,1,0,f,
f770e5f2-3ade-75b6-30f9-76c5dc12f522,FXE-SJCRT_rg,,2,0,f,
850473fd-e39d-7c44-2fd6-e2ae037e5691,FXE-FIELD-A-PNVA-rg,,1,0,f,
8bac53b0-492c-6b70-964c-1520551dabe8,FXE-FIELD-A-LALA-Paging-rg,,1,0,f,
db77828c-80ae-24ab-f3ce-55b7cff22f00,FXS-SME-VZB_rg,,2,4,f,
5a7e229b-b287-ac20-4585-a6de47c8fa69,FXE-FIELD-A-IXDA-MGR-Phones-0521-rg,,1,0,f,
07fc27d2-498d-0144-05ca-08fb4bb9b636,FXE-FIELD-A-TSSA-rg,,1,0,f,
86291811-23c3-d070-5635-b2ab55c3650c,DCLEG_Local-T1_rg,,1,0,f,
0b7f3aae-2831-fb60-d465-db03015ab702,FXE-FIELD-A-BFIA-rg,,1,0,f,
b8ba050c-c6f9-9f14-e0a5-e04cc35860e3,FXE-FIELD-A-NYCS-rg,,1,0,f,
a6edb2a9-56b6-60a3-4d20-84612b417ff1,FXE-FIELD-A-KLSA-rg,,1,0,f,
6b7c5785-89d7-dda6-0b42-b27508aeb9ba,FXE-FIELD-A-DAGA-rg,,1,0,f,
40e7568e-b9da-ff07-38ff-569e011a260a,FXE-FIELD-A-BVUA-rg,,1,0,f,
4a5e8de2-257f-a3b2-9b92-63a13ea0cb4a,FXE-FIELD-A-OAKR-rg,,2,0,f,
a27966ac-ebed-25ab-332c-6b20dbf22140,FXE-FIELD-A-SFOR-rg,,1,0,f,
56eb2c2f-d4d1-9cbb-4b2d-a6e13ee9dc68,FXE-FIELD-A-MKER-rg,,1,0,f,
73e9f0f5-84e7-553a-6c00-100c1aa9bbef,FXE-FIELD-A-AGSA-rg,,1,0,f,
87924613-9b26-9187-dd9d-06794aeb0b42,FXE-FIELD-A-SMFVK-rg,,2,0,f,
cb9f119b-cc2b-8743-025d-0102da91d28a,LASR_Local-T1_rg,,1,0,f,
0e5238f3-5445-1473-24eb-cc8b18fab5f6,BHMR_Local-T1_rg,,2,0,f,
c8dda712-8771-0c43-9cfc-46caedcba93a,FXE-FIELD-A-BILA-rg,,1,0,f,
5ba0dd77-fa82-0f50-37fc-b7a353bcd7fb,DALA_rg,,2,0,f,
c6ff089e-305f-1440-a17e-c727fe71e094,FXE-FIELD-A-ABRA-rg,,1,0,f,
a3f9a21f-c3f4-b3ba-5102-226ed358d62c,SBAA_Local-T1_rg,,2,0,f,
4e92746e-97e9-dfa0-575b-2d126f52bc3f,FXE-FIELD-A-MDTA-rg,,1,0,f,
7cce4a65-2ccd-22a5-2b52-8718d086a72f,FXE-FIELD-A-ELMA-rg,,1,0,f,
ef3959bd-caf4-fe9a-d4fc-f8a8e7296a2a,FXE-FIELD-A-BILR-rg,,1,0,f,
f78fc051-767d-f223-d8b1-82fadd75be0c,FXE-FIELD-A-CHAA-rg,,2,0,f,
d5bf68db-561d-ae1c-ba1c-2e8a9e715d01,FXE-FIELD-A-SWE-rg,,1,0,f,
0da8250b-bdbb-b02d-a4ee-7f9041c1f88c,WTCA_Local-T1_rg,,2,0,f,
71f06637-d8a6-c506-a0bc-c57dcd455db6,FXE-FIELD-A-FBGA-rg,,1,0,f,
1c807d0b-cefb-ac12-c486-0d530061d892,BNAA_Local-T1_rg,,1,0,f,
045715fc-2c32-07ee-b0a9-56476ae44f57,FXE-FIELD-A-LALA-rg,,1,0,f,
ea74b8c5-d8c6-0204-2325-1e0e1b64f3d8,FXE-FIELD-A-MDTRT-rg,,1,0,f,
8a0cc0c2-9e0f-aa87-262d-86cf5e3488e6,FXE-FIELD-A-DETA-VehMain-rg,,1,0,f,
58b188b4-18f3-a803-6657-869390091c1d,FXE-FIELD-A-BDRWK-rg,,1,0,f,
bf15710a-b0d1-bc09-3530-21b6221f4617,FXE-FIELD-A-PSMA-rg,,1,0,f,
eaa4de77-7061-28b5-b06b-48009eadfb3d,FXE-FIELD-A-ATYA-rg,,1,0,f,
23fcc022-4bc6-6adc-f07b-e0bb7c629ac4,GEGR_Local-T1_rg,,1,0,f,
3a5e6ad3-8b24-beda-dae0-e6b356682161,FXE-FIELD-A-IGM-rg,,1,0,f,
f2e464ba-5eec-02a2-ece3-3c263984b621,FXE-FIELD-A-PWMR-Aircraft-Mx-rg,,1,0,f,
04eb34d3-572f-faf3-011f-e2c4844a003a,FXE-FIELD-A-ONTR-rg,,1,0,f,
597e10e5-7dd5-3863-8f01-72385e8d502c,FXE-FIELD-A-LAXRT-rg,,1,0,f,
2e0f768b-9585-4afe-a9d1-96a643d37c66,FXE-FIELD-A-MKLA-MLaxton-rg,,1,0,f,
fa76220e-b91d-4acf-29d0-04b57f30a9b2,FXE-FIELD-A-DROA-rg,,1,0,f,
af4ced97-4424-a1a3-d1a8-86c4a0c825e1,FXE-FIELD-A-GUPA-rg,,1,0,f,
76cea275-5b3d-794c-55d2-a370b77d1d8b,FXE-FIELD-A-DENR-rg,,1,0,f,
f7bef360-b902-28f1-4f8e-ba40f60bb0e0,SHVR_Local-T1_rg,,2,0,f,
87061f44-a004-a5c8-cc0f-33dbcf40f2ca,FXE-FIELD-A-EGSWK-rg,,1,0,f,
76299bc4-b124-b7eb-f351-e23b6aeb4477,FXE-FIELD-A-JACA-rg,,1,0,f,
81eeb52d-7cb2-d8ee-bb9c-90a10f43c173,FXE-FIELD-A-FTYA-rg,,1,0,f,
32b2c2e7-c55b-1a9c-3f8c-2d4b247057c2,FXE-FIELD-A-BOFA-rg,,2,0,f,
998e6add-8a73-a8f0-e0da-a3eb162cf0f8,FXE-FIELD-A-HKYA-rg,,1,0,f,
79a405a4-8879-b768-04b9-bf2932ce67e6,FXE-FIELD-A-MGEA-rg,,1,0,f,
2df7c178-da18-ea33-c9f4-e2f8485fcaaf,FXE-FIELD-A-LOZA-rg,,1,0,f,
964478af-fc8b-255c-611b-0eab308f82f8,FXE-FIELD-A-HLNA-rg,,1,0,f,
d773513c-9c9a-ba0b-fac8-e090cef66fd3,FXE-FIELD-A-WRIA-8569332166_rg,,2,0,f,
5db37d23-7d28-0fc8-5bbe-6c8e7cd44ee5,FXE-FIELD-A-CVOA-rg,,1,0,f,
4bb2fc6f-eaed-c9b0-a476-9d189f0d25e9,FXE-FIELD-A-CPRA-rg,,1,0,f,
b660956d-380d-a1a6-92c3-874a52db6d09,FXEF-EGW-ECRC-SIP-rg,,2,4,f,
f13b3de7-7834-36cb-8b5b-ea6545e940b5,FXE-FIELD-A-MCEA-rg,,1,0,f,
42914320-b9b8-b3dc-3b61-170e5dd6ecb9,FXE-FIELD-A-AOOA-rg,,1,0,f,
c3a220c4-7287-8a98-73b8-ed2997d52d07,FXE-FIELD-A-AHNA-rg,,1,0,f,
